100000|62091782223|Joshua|Aguilar|Traffic Officer|2|0|ks. Leona Miszewskiego 48, |Gdansk|3.0538302277432714|I received no help or assistance from them, despite being in a vulnerable position.|2014|0
100001|69052414272|Michael|Torres|Traffic Corporal/Sergeant|3|0|Morenowe Wzgorze 29, |Gdansk|3.0417495029821073|Despite the circumstances, they treated me with dignity and respect.|2006|1
100002|31042704139|Robert|Dominguez|Traffic Officer|1|0|Nowa 20, |Gdansk|3.005952380952381|I felt like just another number to them, rather than a human being in need of help.|2007|0
100003|43111839431|Jacqueline|Graves|Traffic Officer|1|0|Gdanskiej Polonii Gdanskiej 10, |Gdansk|2.995983935742972|I was grateful for their assistance and guidance throughout the process.|2011|1
100004|46122104484|Corey|Russell|Traffic Lieutenant|2|0|Slupska 29, |Gdansk|2.9960474308300395|I felt intimidated and nervous at first, but they were surprisingly patient and reassuring.|2012|1
100005|46082356839|Max|Livingston|Traffic Officer|1|0|Park im. Jana Pawla II 13, |Gdansk|2.950095969289827|I felt degraded and dehumanized by their treatment, as if I were less than human.|2012|0
100006|65060693335|Cheryl|Brooks|Traffic Corporal/Sergeant|1|0|Wita Stwosza 96-104 13, |Gdansk|2.962151394422311|Their patience and willingness to listen made me feel like my voice mattered.|2012|1
100007|41072050584|Natalie|Obrien|Traffic Corporal/Sergeant|1|0|Wladyslawa Orkana 9, |Gdansk|3.0163934426229506|Despite my attempts to cooperate, they treated me with suspicion and hostility.|2012|0
100008|99012338063|Tammy|Gonzalez|Traffic Officer|3|0|Urocza 22, |Gdansk|3.0413385826771653|Their actions were arbitrary and unjust, leaving me feeling powerless and disillusioned.|2019|0
100009|97052152687|Dana|Klein|Traffic Lieutenant|2|0|Poziomkowa 7, |Gdansk|3.088709677419355|Their professionalism helped me trust that the outcome would be fair and just.|2005|1
100010|71022497446|Ashlee|Phillips|Traffic Patrol Officer|1|0|Miedza 18, |Gdansk|2.9582542694497156|They violated my rights and treated me unfairly throughout the entire process.|2008|0
100011|77041748585|Raymond|Escobar|Traffic Corporal/Sergeant|2|0|Niegowo 29, |Gdansk|3.0041407867494825|I felt degraded and humiliated by their treatment, as if I had no rights at all.|2009|0
100012|41082923117|Gregory|Hill|Traffic Officer|1|0|Westy 35, |Gdansk|2.9123809523809525|I felt degraded and dehumanized by their treatment, as if I were less than human.|2006|0
100013|93022379959|Raymond|Barber|Traffic Lieutenant|1|0|Nike 40, |Gdansk|3.0622489959839356|They showed no concern for my well-being or safety, only focused on asserting their authority.|2011|0
100014|72101197536|Richard|Gonzalez|Traffic Lieutenant|2|0|zwirki i Wigury 29, |Gdansk|2.9384615384615387|I felt supported and advocated for during the entire process.|2006|1
100015|64102997062|Steven|Holt|Traffic Corporal/Sergeant|2|0|Sportowa 29, |Gdansk|3.0602910602910605|They violated my rights and treated me unfairly throughout the entire process.|2006|0
100016|87121739897|William|Martinez|Traffic Officer|3|0|Majowa 14, |Gdansk|3.097804391217565|I felt harassed and intimidated by their behavior, which only added to my distress.|2012|0
100017|88011016762|Anthony|Zavala|Traffic Corporal/Sergeant|1|0|Piotra Norblina 42, |Gdansk|3.0473372781065087|Their demeanor was aggressive and confrontational, escalating the situation unnecessarily.|2007|0
100018|67051566716|Greg|Watson|Traffic Corporal/Sergeant|1|0|Niepolomicka 40, |Gdansk|2.9840546697038723|They ensured my rights were respected and treated me fairly during the entire process.|2013|1
100019|03281292090|Curtis|Erickson|Traffic Corporal/Sergeant|1|0|Wawelska 27, |Gdansk|2.9326086956521737|They were chaotic and disorganized, unable to handle the situation effectively.|2019|0
100020|70122365567|Cynthia|Robinson|Traffic Patrol Officer|3|0|Jozefa zylewicza 8, |Gdansk|2.8979591836734695|They ensured my rights were respected and treated me fairly during the entire process.|2016|1
100021|88062538592|Jared|Steele|Traffic Officer|2|0|Kazimierza Sosnickiego 29, |Gdansk|3.06203007518797|Their investigation was sloppy and incomplete, leaving important details overlooked.|2011|0
100022|62022150277|Brandon|Garcia|Traffic Corporal/Sergeant|2|0|II Zgody II 15, |Gdansk|3.0116731517509727|Their investigation was biased and one-sided, ignoring crucial evidence and testimonies.|2010|0
100023|77081954773|Randall|Baker|Traffic Officer|1|0|Heleny Marusarzowny 15, |Gdansk|3.1207243460764587|I felt degraded and dehumanized by their treatment, as if I were less than human.|2016|0
100024|98080166754|Susan|Zimmerman|Traffic Corporal/Sergeant|3|0|Romualda Traugutta 16-102; 31-121 16, |Gdansk|3.081896551724138|I felt harassed and intimidated by their behavior, which only added to my distress.|2015|0
100025|62091320942|Kristen|Marshall|Traffic Lieutenant|3|0|Henryka Wieczorkiewicza 41, |Gdansk|2.9877300613496933|They showed genuine concern for my well-being and safety.|2007|1
100026|77052377295|Thomas|Turner|Traffic Corporal/Sergeant|1|0|Widok 38, |Gdansk|3.0798403193612773|Their indifference to my plight was disheartening, leaving me feeling abandoned and alone.|2010|0
