100000|62091782223|Joshua|Aguilar|Traffic Officer|2|0|Perlowa 33, |Gdansk|3.0727848101265822|I felt degraded and dehumanized by their treatment, as if I were less than human.|2014|0
100001|69052414272|Michael|Torres|Traffic Corporal/Sergeant|3|0|Montazystow 22, |Gdansk|3.0236486486486487|Their efforts to keep me informed and involved in the process were greatly appreciated.|2007|1
100002|31042704139|Robert|Dominguez|Traffic Officer|1|0|Jana Matejki 28, |Gdansk|3.037542662116041|Their indifference to my plight was disheartening, leaving me feeling abandoned and alone.|2016|0
100003|43111839431|Jacqueline|Graves|Traffic Officer|1|0|Miedziana 30, |Gdansk|2.9932885906040267|Despite my attempts to cooperate, they treated me with suspicion and hostility.|2014|0
100004|46122104484|Corey|Russell|Traffic Lieutenant|2|0|Polanki 59-118 40, |Gdansk|3.047945205479452|Their willingness to listen to my perspective helped resolve the situation more amicably.|2008|1
100005|46082356839|Max|Livingston|Traffic Officer|1|0|Morawska 34, |Gdansk|2.9746835443037973|Their thoroughness in the investigation gave me confidence in their commitment to justice.|2011|1
100006|65060693335|Cheryl|Brooks|Traffic Corporal/Sergeant|1|0|Sandomierska 4, |Gdansk|2.940625|Despite the seriousness of the situation, they remained approachable and understanding.|2013|1
100007|41072050584|Natalie|Obrien|Traffic Corporal/Sergeant|1|0|W¹skotorowa 40, |Gdansk|2.8842105263157896|Their willingness to listen to my perspective helped resolve the situation more amicably.|2017|1
100008|99012338063|Tammy|Gonzalez|Traffic Officer|3|0|Smetna 48, |Gdansk|3.068111455108359|I appreciated that they treated me with dignity and respect throughout the process.|2005|1
100009|97052152687|Dana|Klein|Traffic Lieutenant|2|0|Radunicka 35, |Gdansk|3.0174825174825175|I felt intimidated and nervous at first, but they were surprisingly patient and reassuring.|2008|1
100010|71022497446|Ashlee|Phillips|Traffic Patrol Officer|1|0|Rakietowa 32, |Gdansk|2.8832807570977916|They handled the situation with sensitivity and respect for my privacy.|2008|1
100011|77041748585|Raymond|Escobar|Traffic Corporal/Sergeant|2|0|Stanislawa Witkiewicza 49, |Gdansk|3.06872852233677|Their efforts to keep me informed and involved in the process were greatly appreciated.|2014|1
100012|41082923117|Gregory|Hill|Traffic Officer|1|0|sl¹ska 21, |Gdansk|2.8342696629213484|Their communication was vague and confusing, leaving me in the dark about what was happening.|2015|0
100013|93022379959|Raymond|Barber|Traffic Lieutenant|1|0|Przyjemna 18, |Gdansk|3.071875|I was pleasantly surprised by their transparency and willingness to answer my questions.|2014|1
100014|72101197536|Richard|Gonzalez|Traffic Lieutenant|2|0|Plac Inwalidow Wojennych 35, |Gdansk|2.8964285714285714|They showed no concern for my well-being or safety, only focused on asserting their authority.|2009|0
100015|64102997062|Steven|Holt|Traffic Corporal/Sergeant|2|0|Wigierska 10, |Gdansk|3.0693069306930694|They were chaotic and disorganized, unable to handle the situation effectively.|2010|0
100016|87121739897|William|Martinez|Traffic Officer|3|0|Henryka Siemiradzkiego 30, |Gdansk|3.0193548387096776|Despite the seriousness of the situation, they remained approachable and understanding.|2009|1
100017|88011016762|Anthony|Zavala|Traffic Corporal/Sergeant|1|0|Wilgi 32, |Gdansk|3.0964630225080385|Their patience and willingness to listen made me feel like my voice mattered.|2007|1
100018|67051566716|Greg|Watson|Traffic Corporal/Sergeant|1|0|Wladyslawa Orkana 20, |Gdansk|2.921146953405018|They were professional and respectful throughout the process, explaining everything clearly.|2012|1
100019|03281292090|Curtis|Erickson|Traffic Corporal/Sergeant|1|0|Widlinska 40, |Gdansk|2.8555956678700363|Their refusal to listen to my side of the story only served to perpetuate injustice.|2015|0
100020|70122365567|Cynthia|Robinson|Traffic Patrol Officer|3|0|Niegowo 5, |Gdansk|2.9183673469387754|Their presence made me feel safer, even though I was being detained.|2008|1
100021|88062538592|Jared|Steele|Traffic Officer|2|0|Obroncow Westerplatte 3, |Gdansk|2.9712460063897765|Their investigation was sloppy and incomplete, leaving important details overlooked.|2007|0
100022|62022150277|Brandon|Garcia|Traffic Corporal/Sergeant|2|0|Nad Star¹ Raduni¹ 42, |Gdansk|3.0573248407643314|Their communication was clear and concise, which helped alleviate some of my anxiety.|2019|1
100023|77081954773|Randall|Baker|Traffic Officer|1|0|Ziemowita 10, |Gdansk|3.1660649819494586|They violated my rights and treated me unfairly throughout the entire process.|2019|0
100024|98080166754|Susan|Zimmerman|Traffic Corporal/Sergeant|3|0|Modra 30, |Gdansk|3.127208480565371|Their refusal to listen to my side of the story only served to perpetuate injustice.|2005|0
100025|62091320942|Kristen|Marshall|Traffic Lieutenant|3|0|Macierzy Szkolnej w Gdansku 22, |Gdansk|3.033333333333333|I received no help or assistance from them, despite being in a vulnerable position.|2014|0
100026|77052377295|Thomas|Turner|Traffic Corporal/Sergeant|1|0|Styczniowego Powstania Styczniowego 36, |Gdansk|3.0299003322259135|Their disregard for proper procedure and protocol eroded any trust I had in them.|2009|0
100027|33032925928|Jorge|Kane|Traffic Officer|2|0|Nad Star¹ Raduni¹ 12, |Gdansk|2.8408304498269894|Their communication was vague and confusing, leaving me in the dark about what was happening.|2012|0
100028|58050628927|Troy|Williams|Traffic Lieutenant|3|0|Nowy swiat 4, |Gdansk|2.941818181818182|They handled the situation with sensitivity and respect for my privacy.|2011|1
100029|38100377166|Christopher|Davis|Traffic Officer|3|0|Piastowska 18, |Gdansk|2.8769716088328074|Their lack of professionalism only added to the chaos of the situation, making matters worse.|2006|0
100030|03280820625|Laurie|Martin|Traffic Lieutenant|2|0|Otominska 28, |Gdansk|3.047970479704797|I appreciated that they treated me with dignity and respect throughout the process.|2011|1
100031|47111902744|William|Benson|Traffic Officer|3|0|Kazimierza Sosnickiego 10, |Gdansk|2.936241610738255|Their actions were arbitrary and unjust, leaving me feeling powerless and disillusioned.|2006|0
100032|25010479729|Robert|Drake|Traffic Lieutenant|1|0|Macierzankowa 24, |Gdansk|2.8922558922558923|Despite the circumstances, they treated me with dignity and respect.|2013|1
100033|01300593148|Steve|Fletcher|Traffic Lieutenant|2|0|Powstancow Wielkopolskich 13, |Gdansk|3.0031347962382444|They ensured my rights were respected and treated me fairly during the entire process.|2013|1
100034|34092083665|Cynthia|Jackson|Traffic Patrol Officer|3|0|II Zgody II 33, |Gdansk|3.07773851590106|Despite my attempts to cooperate, they treated me with suspicion and hostility.|2014|0
100035|26111076727|Jennifer|Young|Traffic Patrol Officer|3|0|Montazystow 15, |Gdansk|3.0385964912280703|Their demeanor helped de-escalate the situation and prevent it from escalating further.|2012|1
100036|37010827785|Ruth|Owens|Traffic Corporal/Sergeant|2|0|Nowiny 19, |Gdansk|2.9759450171821307|Despite my attempts to cooperate, they treated me with suspicion and hostility.|2014|0
100037|83051331749|Lisa|Smith|Traffic Officer|3|0|Park Orunski 7, |Gdansk|2.9848024316109423|Despite the circumstances, they maintained a level of professionalism and courtesy.|2015|1
100038|48022742487|Marisa|Roberson|Traffic Patrol Officer|1|0|Niegowska 5, |Gdansk|3.047318611987382|I appreciated their prompt response and how they handled the situation calmly.|2006|1
100039|98121239232|Caitlyn|Castillo|Traffic Lieutenant|3|0|prof. Mariana Raciborskiego 45, |Gdansk|2.9795221843003414|Despite the circumstances, they treated me with dignity and respect.|2005|1
100040|04232809215|Lisa|Potts|Traffic Officer|3|0|Antoniego Slonimskiego 24, |Gdansk|2.9140127388535033|Their aggression only served to escalate the situation further, putting everyone at risk.|2018|0
100041|67010403760|Michael|Jordan|Traffic Corporal/Sergeant|3|0|Macierzankowa 5, |Gdansk|2.7411003236245954|Their presence made me feel safer, even though I was being detained.|2016|1
100042|68111004182|John|Mcdonald|Traffic Officer|2|0|Nawigatorow 8, |Gdansk|2.8819444444444446|I felt intimidated and nervous at first, but they were surprisingly patient and reassuring.|2011|1
100043|89062462502|Tara|Torres|Traffic Lieutenant|3|0|Stanislawa Staszica 40, |Gdansk|2.986842105263158|Their commitment to following proper procedures helped me trust in the fairness of the outcome.|2012|1
100044|39072266614|Anna|Whitaker|Traffic Corporal/Sergeant|3|0|Macierzankowa 35, |Gdansk|2.9014598540145986|Their professionalism and attention to detail gave me confidence in their ability to handle the situation.|2008|1
100045|37010389902|Mitchell|Johnson|Traffic Corporal/Sergeant|3|0|Majewskich 25, |Gdansk|2.8566433566433567|I was appalled by their lack of professionalism and disregard for proper procedure.|2011|0
100046|55021640227|Kevin|Williams|Traffic Lieutenant|1|0|Perlowa 30, |Gdansk|3.06031746031746|Their actions were firm but fair, and they ensured that I understood the reasons behind their decisions.|2019|1
